asin,question,item_name,hours_diff,label
B0771QJKVN,does it swivel?,"KunMai Single Handle High Arc Swiveling Dual-Mode Pull-Down Sprayer Kitchen Sink Faucet with Porcelain Handle in Polished Gold,Lead-Free Solid Brass cUPC Certified Pre Rinse Faucet",-328,Pre
B071G7M4YT,What are the waist sizes for the children's skirts? Needing a size smaller than the adult small,"STELLE Girls/Womens Chiffon Wrap Skirt for Dance(Black (P-O), Large (10-12))",-45,Pre
B07L3NS6PT,"Does this have a screen insert to trap sediment,cork fragments,etc?","Trcode Wine Aerator with a Vacuum Wine Stopper for Wine Gift,Home Use And Party, Wine Air Decanter, Wine Pourer for Wine Aerator Bottle Unique Kitchen Gadgets",-1,Pre
B002L0O54E,How do you rewire if it squeals on transmit,POWER / Tornado ECHO Mic for CB / Ham Radio 4 pin Cobra / Uniden - Workman DM1000,53,Post
B06Y1TS4Z1,Does this mattress block pet dander as well?,"COZYCUDDLES Premium Zippered Quilted Waterproof Crib Protector Cover - All 6-Sides Waterproof Bedbugs Proof Fully Encasement - Bedbug Proof Pillow Case - Standard Baby Crib Toddler Bedding (52"" x 28"")",10,Pre
B07KRKZ3KG,How do I change the color?,Natural Diamond Natural Himalayan Salt Lamp with USB Plug - Ionic Natural Shape Mini Himalayan Rock Naturally Air Purifier,140,Post
B00L0YLRUW,Is there a link to set up this device?,"NETGEAR WiFi Range Extender EX2700 - Coverage up to 800 sq.ft. and 10 devices with N300 Wireless Signal Booster & Repeater (up to 300Mbps speed), and Compact Wall Plug Design",11989,Post
B07KNG78BQ,There was a very short stylus & a key-ring type item enclosed with the product. The stylus looks like it attaches some where but I can't see where?,1 TB USB Flash Drive Thumb Drive Memory Stick Pen Drive Keychain Design (1 TB),306,Post
B000GCJQ5M,How many boxes for $49?,Dristan Cold Tablets Multi-Symptom 20 Tablets,-706,Pre
B075K7JKBX,"Do you suppose to hear the fan?  I never heard the fan and it took my chicken an hour to cook, but never got crispy","ZENY Electric Air Fryer w/Touch Screen Control 1500W 3.7QT, 7 Presets, w/Recipes & CookBook",311,Post
B005PON9RM,I bought this same microwave 3 times. The one I just received has portugese buttons?! Why is that?,RCA 1.1 Cubic Feet Stainless Steel Microwave Oven,14947,Post
B01NANLJTN,What is the scale of this model?,LEGO Architecture Solomon R. Guggenheim Museum 21035 Building Kit,0,Pre
B07848Y6Q9,will they fit on wire dropped earrings I keep losing,JewelMore LuxLock World's Most Secure USA Patented Replacement Earring Back in 925 Sterling Silver,-9,Pre
B009AYTYAO,Can I use these for screen printing?,"3 Pack PTFE Teflon Sheet for Heat Press Transfer Sheet Non Stick 16 x 20"" Heat Transfer Paper Reusable Heat Resistant Craft Mat",5517,Post
B0763TS59M,Does the entire candle have to finish burning before burying the apple?,"Deadly Attraction 8 oz Soy Herbal Spell Candle for Seduction, Passion, Lust & Attraction Hoodoo Wiccan Pagan Conjure",818,Post
B07HYKM4W5,Is this microwave safe?,"Marble Effect Mug Ceramic Mug with Gold Painted Handle Cute Design Fine Porcelain Cups Perfect For Coffee, Tea and Beverage (Ash)",66,Post
B01N2WQLWM,Hi i received the wrong chair and the finalize return button is greyed out. i received a grey recliner instead of a cream chair. can someone help?,Natuzzi Editions Isacco Cream Leather Stationary Chair,193,Post
B07F6X7PB6,Is there a way to to turn the screen off when this cam is on?,"Dash cam, Bekhic Dash Camera for Cars with Full HD 1080P, 170 Degree Super Wide Angle Cameras, 3.0"" TFT Display",2969,Post
B078H1MYWW,Can I machine wash it?,Dressystar DS0017 Women's Elegant Floral Lace Dress 3/4 Sleeves Bridesmaid Dresses with Illusion Neckline Grape XL,5733,Post
B07C2728KD,Does anyone know what type of charging chord is used? I lost the chord and can no longer charge the clippers,Electric Hair Clippers Set For Kids BOLOLO Cordless Waterproof Professional Baby Toddler Hair Cutting Trimmer Haircut Kit Quiet with Ceramic Blade (No Lubricant) Green Include 7 piece Tools,4866,Post
B01MXLJ2WM,How do I return this product?,Lancer Tactical AEG Airsoft Electric MK18 Mod 0 M4 CQB RIS (Tan Gen 1),523,Post
B07FNH5Z8Y,Will this fit on a dell xc7mm lga 1156 motherboard??,darkFlash Shadow PWM Aluminum CPU Air Cooler LED Addressable RGB Motherboard Control Cooler Cooling Fan Motherboard Sync for Intel Core i7/i5/i3,-139,Pre
B00NR1YQK4,Can the jar/lid be recycled?,"Neutrogena Hydro Boost Hyaluronic Acid Hydrating Gel-Cream Face Moisturizer to Hydrate & Smooth Extra-Dry Skin, Oil-Free, Fragrance-Free, Non-Comedogenic & Dye-Free Face Lotion, 1.7 oz",10680,Post
B07B936485,Installed on my 97 jeep tj. what does the extra wire with the female spade connector do? the rest was plug and play.,7 inch LED Round Headlight 2pcs E-MARK Approved 6000K/3500 White Amber DRL Hi/lo Beam,466,Post
B077ZLJS5T,"I can't seem to get an answer from seller. 10+ years post menopausal. Have atroohy, dryness and UTI. Should i buy suppositories or topical or both?","Happy Hoo Hoo - This Version is No Longer Available - Two New Formulas Available Now - Search for""Hoo Hoo Progesterone""",40,Post
B073Q2Y3RC,"I've looked at all questions and find the answers to torque,operating current at 3V no load, and stall current at 3V questionable. What is the values?","Topoox 6 Pack DC 1.5-3V 15000RPM Mini Electric Motor for DIY Toys, Science Experiments",456,Post
B00G53JCDW,Can you take the headlight apart and put a colored halo in it?,"Dodge Ram Glossy Black Led Halo Projector Headlights, Smoke Altezza Tail Lights",5416,Post
B07DWLMKMX,Does your azh-27-611wb-1 air filter kit come with a dry filter or is it a washable one?,HPS Black Shortram Air Intake Kit with Heat Shield for 04-11 Ford Ranger 4.0L V6 Short Ram,-176,Pre
B07CR4W617,"One answer says the handle is eva material, another says it is cork , which is it ???","4EVER Outdoor Trekking Poles - Best Collapsible Ultralight Aluminum 7075 Hiking Sticks Walking Stick with Strong Aluminum Quick Lock, Tips, Bag and Accessories - Adjustable Lightweight 1 Pair 2 Pack",-69,Pre
B0007WRQH6,does this fit replacing the 6.5 speaker fitment for the front of jeep wrangler with this bracket and a 5 1/4 aftermarket speaker?,Metra 82-3002 GM Full Size P/U SUV Speaker Adaptors 1995-2005,-2,Pre
B078JC5T5R,Does anyone have the problem of formula appearing to leak into the lower water chamber? Why does that happen? I have it set up correctly...,"Handheld, Lightweight and Compact Ultrasonic Inhaler. Quiet Operation, Advanced and Safe Ultrasonic Technology. Personal Cool Mist Inhaler for Adult and Child. NOT Battery-operated",1251,Post
B018E0I01I,"With this device, do I still need to use an aux cord to play music?",Nulaxy Bluetooth Car FM Transmitter Audio Adapter Receiver Wireless Hands Free Car Kit W 1.44 Inch Display - KM18 Black,-2262,Pre
B0002CZV46,Does anyone make a cable that works like the old planet waves did? complete on off switch instead of this ruined design of a momentary switch!!???,"Planet Waves Circuit Breaker Instrument Cable, 10 feet",298,Post
B07B9TLR47,"I bought esky camera and monitor. When I drive, the monitor is still on. I have to manually to turn it off, why?","ã€Upgrade Versionã€‘ Car Backup Camera, Esky 170Â° Perfect View Angle 1/3 inch Color CMOS Car Rear View Reversing Camera with 8 LED Lights Night Vision",1143,Post
B07D8KQ7Z2,How stiff and solid are the soles of the shoe?  i need one that isn't bendy...,"Kenneth Cole REACTION Women's Prime Platform Bootie with Side Zip Ankle Boot, Black Suede, 7 M US",-76,Pre
B07M8L18NN,What are the sizes.,"New-look Rechargeable Heated Gloves, Battery Powered Electric Waterproof Insulated Night Reflective Back Touch Screen Motorcycle Electrocar Heating Gloves Warmer, for Men Women US Plug",-337,Pre
B07JJZQVHX,"how sturdy is the binding of these? (if open multiple times daily, will the pages start to fall out after so many times of opening this journal?)","Pocket Notebook | Journal 3.5 x 5.5 - Small/Mini Size - Hardcover Faux Crocodile Leather Textured - Premium Thick Acid-Free Ivory Paper - Lightly Ruled - 4-Pack Set, ONE PER Color by CAMOLEAF",0,Pre
B012UNOCJY,My computer doesn't come with a displayport.  can i get the same viewing experience by using a usb-c to displayport adapter?,"BenQ SW2700PT 27 Inch QHD 1440P IPS Photography Monitor | Aqcolor technology for Accurate Reproduction | Hotkey Puck Efficiency Boost,Black",-194,Pre
B077H97LBB,Do these contain soy?,Bright & Mighty All-Natural Prenatal + Postnatal - All-in-One Multivitamin with DHA and Folate - 2 Month Supply,-22,Pre
B01LLCUO06,Can I remove the earpads so it does not impair the hearing ?,Salomon RangerÂ² C.AIR,63,Post
B00Y6ZOBZ0,Will it work for the Acer C741?,Acer C740 Chromebook LED Screen,3097,Post
B01LXT6UZJ,Does this work on 40 gallon reptile tanks?,"(2 Pack) Zilla Reptile Terrarium Covers Heavty Duty Screen Clips, Large 30Gallon or Larger, 2 Clips each",-170,Pre
B07B477HYG,Can you take before after and during your workout?,"AMINO SLIM - Slimming BCAA Weight Loss Drink For Women, Vegan Amino Acids & L-Glutamine Powder for Post Workout Recovery & Thyroid Support | Appetite Suppressant, Metabolism Booster & Stress Relief",-1,Pre
B07CPMJWYD,can i use these light bulbs outdoors?,"2Pack Par38-120V-70W (Flood, 90W Equivalent) Halogen Bulb Bright White 2900K 1300Lm",28,Post
B07JQ54VCC,Do these fit 2012 Buick Regal gs,Fit 2012-2013 Buick Regal PowerSport Full Kit Brake Rotors Kit+Ceramic Brake Pads,-1,Pre
B07H2W6C7C,My daughter wears small does it run small,Alien Eating Pizza Women's Long Sleeve Outfitter Sweatshirt with Kangaroo Pocket Hoodies,-78,Pre
B077Z7DBRT,Does this amp have auto-off ? i want to connect it to an amazon echo and if it turns off then i need to turn on the amp if auto-off kicks in.,Kinter K2020A+ Limited Edition Original Tripath TA2020-020 Class-T Hi-Fi Audio Mini Amplifier with 12V 5A Power Supply Black,-4,Pre
B07CZWS4SF,Does this skirt have shorts attached underneath?,"The Children's Place Big Girls' Denim Skirt, Dark STONEDM, 6X/7",-574,Pre
B000X17A9U,does this have filters for filtering the water?,"InSinkErator Wave Instant Hot and Cold Water Dispenser System - Faucet & Tank, Chrome, HC-Wave-C",-1,Pre
B07F2NNRQF,Work on Xbox one ?,MSI Force GC20 USB Wired Controller Gamepad for Windows PC Android PS3 Stream,25,Post
B07F1FZC4Z,How can I order a replacement band for my Tracker?,"Ulvench Fitness Tracker, Heart Rate Monitor Smart Watch with Calorie Counter Watch Pedometer Sleep Monitor, Step Counter, GPS, IP67 Waterproof Activity Tracker for Androidï¼†iOS Smartphone (Purple)",982,Post
B01BEPKU0O,When will â€œSâ€ be restocked?,Menâ€™s 18K White Gold-Plated Engraved Initial Cufflinks with Gift Boxâ€“ Premium Quality Personalized Alphabet Letter (G - White Gold),-72,Pre
B07JFZQBT5,"Hi, I ordered this and receive them but the smell of these balloons is really strong!!! It made my whole house smell. Are they safe??","Gaming Party Birthday Balloons With Assorted Colored Latex For Birthday Party Supplies Decoration, Kids Double-side Design 12 Inches 40 Piece",485,Post
B07F45HL7M,The scooter turns on but it doesnâ€™t throttle. Has someone had this issue?,"Swagtron High Speed Electric Scooter with 8.5â€ Cushioned Tires, Cruise Control and 1-Step Portable Folding â€“ Swagger 5",83,Post
B07636768T,"Which of two models comes with inflatable pillow shape? rectangular, I guess, but also mummy?","Premium Self-Inflating Sleeping Pad - Inflatable Foam Sleeping Mat for Camping, Hiking, and Traveling - Lightweight, Compact, and Durable - Works Perfectly With any Style Sleeping Bag (Mummy Pad)",-1,Pre
B001HZPWG4,Are the Monroe front Quick Struts supposed to come with new top mounting nuts?,Monroe 171691L Quick-Strut Complete Strut Assembly,99,Post
B013X7B1ZE,Can I use these on ceramics? Do I fire in the kiln?,"Duncan Sparklers Brush-On Glitter Sealer, 2 Ounce Bottle, SG882, Glittering Gold",-1,Pre
B01N7MWKWY,"Have had tracker a few days, just recharged battery and now it will not twist into the holder. on dogs coller?  Any suggestions",Whistle 3 / GPS Pet Tracker & Activity Monitor / Grey,311,Post
B07H3XL1VR,Does it fit 2010 toyota corolla?,"Double Din Car Stereo in-Dash BT Touch Screen 7 inch with Rear-View Camera,Video MP5/4/3 Player, Radio FM, Car Stereo Receiver, Support Backup Rear View Camera, Mirror Linkï¼ŒSARCCH",-22,Pre
B00L4KGAXG,Does this belt fit the Bissell powerforce helix model 1700,"Bissell Style 7, 9 ,10, 12, 14, 16 Belts / Bissell PN 3031123, 3031120, 32074, 203-1093",-1,Pre
B07JQ1XJJK,Could you heat milk in this if you set it at a lower temperature?,"Electric Kettle (BPA Free) - Fast Boiling Temperature Control Kettle (1.8L) Cordless,1200W Hot Water Kettle â€“ Glass Tea Kettle, Tea Pot â€“ Hot Water Dispenser",-217,Pre
B07DHWT9BX,"Hi, the cap on my 1 gallon rtic jug cracked. where can i get a replacement? (manufacturer won't ship to hawaii)","RTIC One Gallon Vacuum Insulated Jug, Stainless",334,Post
B00KGYKHWG,I have a lifan 15hp 8500ei with the manual choke assembly seperate. Will this work?,GX390 GX340 Carburetor for 5kw-8kw Generator Fit Honda Engine and China 13hp 14hp 188f 190f Engine by Femitu,-2,Pre
B0792YBZK6,How wide is 8 panel?,"RHF 6 Ft. Tall Extra Wide-Diamond Weave Fiber Room Divider, 8 Panel Room Divider/Screen,Room Dividers And Folding Privacy Screens 8 Panel&Room Dividers And Folding Privacy Screens-Dark Coffee, 8 Panel",-1,Pre
B00AP70A4O,How many bags are in the package?,"Prince of Peace Ginger Honey Crystals, 18gX30 Packets(540g)",-1,Pre
B0721735K9,"""If the spray is """"harmless"""" why is it so """"harmful if it get in eyes or you inhale it. Isnt that dangerous for all humans and cats too?""","PetSafe SSSCAT Spray Pet Deterrent, Motion Activated Pet Proofing Repellent for Cats and Dogs, Environmentally Friendly",-185,Pre
B01GCL0JEM,What size for size 10?,"Vital Salveo - Germanium Ankle Support, Compression Ankle Sleeves/Braces, Relieve Plantar Fasciitis, Ideal for Sports and Daily Wear-Medium (Pair)",-4,Pre
B000I199ZI,What is the material of the rivet / bolt- we have a lot of rust problems?,"Prime-Line Products B 551 Screen Door Roller Assembly, 1-Inch Nylon Wheels, Air Control,(Pack of 2)",-45,Pre
B0743Z892W,If you use a beach background would it not show your feet in the sand since it doesn't go all the way to the floor?,"Elgato Green Screen - Collapsible chroma key panel for background removal with auto-locking frame, wrinkle-resistant chroma-green fabric, aluminum hard case, ultra-quick setup and breakdown",-38,Pre
B011PXCUBW,What size is the  Width?,M & F Western Men's And Tooled Leather Hatband Tan One Size,-751,Pre
B0742J69SQ,Why does it always record even with parking mode on?,"Vantrue N2 Pro Uber Dual Dash Cam Dual 1920x1080P Infrared Night Vision Front and Inside Dash Camera, 2.5K 2560x1440P Single Front, 310Â° Car Camera, 24hr Parking Mode, Motion Sensor, Support 256GB max",99,Post
B07C7NHMG4,How do we order this in Lime Green?,8'' Polaris Skull Head Vinyl Sticker/Decal Buy 2 Get 3rd Free,-67,Pre
B07886X1VY,Can you splice the wiring so that you are able to turn these off? what i noticed during my acc wire check is that they can't be turned off.,Replacement for Mazda 6 Pair of Bumper Driving LED DRL Fog Light (Clear Lens) 3rd gen GJ1,61,Post
B07GFJNF3S,Should size up?,"Befily Womens Boho Open Front Long Cardigan Sweaters Casual Loose Striped Pullover Sweater with Pockets (Apricot, XXX-Large)",-14,Pre
B010NMMPH0,Is this product suit for dolce gusto cup?,"CHULUX Single Serve Coffee Maker Brewer for Single Cup Capsule with 12 Ounce Reservoir,Black",54,Post
B07794B7FG,Does anyone know if this pen case will fit the Moleskine Pen+ ellipse?,ColorCoral Silicone Holder Case for Apple Pencil,-1,Pre
B005543YUE,30 gold,"RockShox High-Pressure Bicycle Shock Pump, 300 PSI Max",-4,Pre
B07MPNGWGT,Is it super sensitive to motion?,"IP Camera 1080P HD Wifi Security Camera Wireless Home Surveillance Camera Indoor Pet Baby Camera with Night Vision/Two-way Audio/PTZ, 2.4Ghz Dome Camera, Remote Monitor MicroSD Slot, iOS Cloud",-1,Pre
B07CQ2LCK7,Do you have a replacement for the light?,"19 Inches Adjustable 3200-5900K Color Temperature Ring Light, SAMTIAN Dimmable SMD LED Ring Light Photography Video Lighting Kit with 78 Inches Light Stand, Phone Holder for YouTube, Portrait, Vlog",-2,Pre
